sbp,dbp,cp,sut,dt,dt10,st10_p_dt10,st10_d_dt10,dt25,st25_p_dt25,st25_d_dt25,dt33,st33_p_dt33,st33_d_dt33,dt50,st50_p_dt50,st50_d_dt50,dt66,st66_p_dt66,st66_d_dt66,dt75,st75_p_dt75,st75_d_dt75
134.3701,59.6875,0.968,0.368,0.808,0.448,0.6,2.947368,0.288,0.4,2.571429,0.216,0.32,2.076923,0.168,0.256,1.909091,0.136,0.208,1.888889,0.12,0.184,1.875
129.0461,59.54096,0.896,0.272,0.616,0.376,0.488,3.357143,0.24,0.336,2.5,0.192,0.28,2.181818,0.152,0.224,2.111111,0.128,0.192,2,0.112,0.168,2
82.1069,81.8627,0.896,0.28,0.672,0.24,0.368,1.875,0.184,0.288,1.76923,0.168,0.264,1.75,0.144,0.224,1.8,0.128,0.2,1.77778,0.112,0.176,1.75
133.5398,61.25051,0.904,0.224,0.64,0.368,0.496,2.875,0.224,0.328,2.153846,0.192,0.288,2,0.152,0.232,1.9,0.128,0.2,1.777778,0.112,0.176,1.75
84.7934,84.598,0.872,0.264,0.624,0.408,0.544,3,0.248,0.36,2.21429,0.192,0.296,1.84615,0.152,0.24,1.72727,0.12,0.192,1.66667,0.104,0.168,1.625
134.1748,60.85975,0.888,0.248,0.728,0.44,0.56,3.666667,0.28,0.384,2.692308,0.216,0.312,2.25,0.176,0.256,2.2,0.152,0.216,2.375,0.128,0.184,2.285714
83.6211,83.5723,0.888,0.16,0.712,0.472,0.592,3.93333,0.344,0.448,3.30769,0.272,0.368,2.83333,0.184,0.264,2.3,0.152,0.216,2.375,0.128,0.184,2.28571
134.6632,62.22739,0.896,0.176,0.32,0.208,0.336,1.625,0.176,0.288,1.571429,0.16,0.264,1.538462,0.136,0.224,1.545455,0.112,0.184,1.555556,0.104,0.168,1.625
84.3049,84.1584,0.856,0.576,0.448,0.32,0.88,0.571429,0.2,0.36,1.25,0.168,0.304,1.23529,0.136,0.256,1.13333,0.112,0.208,1.16667,0.096,0.184,1.09091
143.0155,62.66699,0.92,0.32,0.768,0.352,0.472,2.933333,0.256,0.352,2.666667,0.208,0.304,2.166667,0.168,0.248,2.1,0.136,0.2,2.125,0.12,0.176,2.142857
139.6941,60.32247,0.944,0.152,0.584,0.36,0.472,3.214286,0.2,0.296,2.083333,0.184,0.272,2.090909,0.16,0.232,2.222222,0.128,0.184,2.285714,0.112,0.16,2.333333
86.1122,85.2818,0.928,0.36,0.552,0.464,0.672,2.23077,0.344,0.472,2.6875,0.264,0.384,2.2,0.168,0.272,1.61538,0.136,0.224,1.54545,0.12,0.2,1.5
142.4294,62.81352,0.92,0.376,0.56,0.352,0.48,2.75,0.208,0.312,2,0.192,0.288,2,0.16,0.24,2,0.136,0.2,2.125,0.12,0.176,2.142857
85.9656,85.5749,0.912,0.36,0.592,0.464,0.584,3.86667,0.336,0.44,3.23077,0.248,0.336,2.81818,0.176,0.248,2.44444,0.144,0.208,2.25,0.128,0.184,2.28571
140.378,60.9086,0.744,0.32,0.368,0.304,0.568,1.151515,0.2,0.32,1.666667,0.184,0.288,1.769231,0.16,0.24,2,0.136,0.2,2.125,0.12,0.176,2.142857
84.598,84.3049,0.928,0.376,0.776,0.416,0.536,3.46667,0.28,0.384,2.69231,0.208,0.304,2.16667,0.168,0.256,1.90909,0.136,0.208,1.88889,0.12,0.184,1.875
141.9898,63.3508,0.944,0.152,0.576,0.28,0.4,2.333333,0.192,0.296,1.846154,0.176,0.272,1.833333,0.152,0.232,1.9,0.128,0.192,2,0.104,0.16,1.857143
144.3832,54.55886,0.912,0.792,0.672,0.424,0.728,1.394737,0.272,0.392,2.266667,0.216,0.328,1.928571,0.168,0.264,1.75,0.136,0.216,1.7,0.12,0.184,1.875
85.8679,85.7214,0.944,0.24,0.592,0.416,0.528,3.71429,0.232,0.328,2.41667,0.2,0.288,2.27273,0.176,0.248,2.44444,0.152,0.208,2.71429,0.136,0.184,2.83333
137.4473,61.88548,0.912,0.352,0.6,0.408,0.528,3.4,0.296,0.4,2.846154,0.208,0.304,2.166667,0.16,0.248,1.818182,0.128,0.2,1.777778,0.112,0.176,1.75
83.7188,83.2304,0.92,0.312,0.56,0.2,0.312,1.78571,0.168,0.264,1.75,0.16,0.248,1.81818,0.136,0.208,1.88889,0.112,0.176,1.75,0.096,0.144,2
136.0797,59.29674,0.896,0.36,0.64,0.392,0.52,3.0625,0.24,0.352,2.142857,0.192,0.296,1.846154,0.16,0.248,1.818182,0.128,0.2,1.777778,0.112,0.176,1.75
82.1558,81.8139,0.92,0.256,0.632,0.432,0.544,3.85714,0.264,0.36,2.75,0.208,0.304,2.16667,0.168,0.248,2.1,0.136,0.2,2.125,0.12,0.176,2.14286
127.532,55.24268,0.744,0.192,0.544,0.384,0.528,2.666667,0.272,0.4,2.125,0.216,0.336,1.8,0.152,0.256,1.461538,0.12,0.2,1.5,0.104,0.176,1.444444
74.6826,74.4873,0.808,0.2,0.6,0.392,0.544,2.57895,0.28,0.408,2.1875,0.216,0.336,1.8,0.152,0.256,1.46154,0.12,0.208,1.36364,0.104,0.184,1.3
131.6349,56.56147,0.792,0.208,0.584,0.384,0.536,2.526316,0.264,0.4,1.941176,0.2,0.328,1.5625,0.136,0.248,1.214286,0.104,0.2,1.083333,0.088,0.168,1.1
128.7042,54.60771,0.784,0.208,0.56,0.392,0.552,2.45,0.272,0.416,1.888889,0.216,0.344,1.6875,0.152,0.264,1.357143,0.12,0.216,1.25,0.104,0.192,1.181818
76.0014,75.806,0.768,0.224,0.568,0.344,0.504,2.15,0.224,0.36,1.64706,0.176,0.304,1.375,0.136,0.248,1.21429,0.112,0.208,1.16667,0.096,0.176,1.2
131.9279,55.77997,0.792,0.2,0.592,0.392,0.536,2.722222,0.28,0.408,2.1875,0.232,0.352,1.933333,0.16,0.256,1.666667,0.128,0.208,1.6,0.112,0.184,1.555556
126.6039,54.36349,0.792,0.2,0.592,0.384,0.536,2.526316,0.272,0.4,2.125,0.208,0.328,1.733333,0.144,0.256,1.285714,0.112,0.2,1.272727,0.096,0.176,1.2
75.5618,75.3176,0.776,0.2,0.568,0.36,0.52,2.25,0.24,0.384,1.66667,0.184,0.32,1.35294,0.136,0.256,1.13333,0.112,0.216,1.07692,0.096,0.184,1.09091
146.2392,52.31204,0.696,0.304,0.528,0.384,0.528,2.666667,0.256,0.384,2,0.216,0.336,1.8,0.16,0.264,1.538462,0.128,0.216,1.454545,0.112,0.184,1.555556
132.3187,59.73634,0.752,0.168,0.576,0.416,0.544,3.25,0.216,0.32,2.076923,0.168,0.264,1.75,0.12,0.208,1.363636,0.096,0.168,1.333333,0.088,0.152,1.375
76.8806,76.1968,0.8,0.176,0.624,0.44,0.576,3.23529,0.296,0.416,2.46667,0.216,0.328,1.92857,0.16,0.256,1.66667,0.128,0.208,1.6,0.112,0.184,1.55556
142.2829,58.3687,0.672,0.176,0.488,0.384,0.512,3,0.224,0.336,2,0.184,0.288,1.769231,0.144,0.232,1.636364,0.12,0.2,1.5,0.104,0.168,1.625
79.0298,78.6879,0.744,0.184,0.568,0.384,0.528,2.66667,0.24,0.36,2,0.176,0.288,1.57143,0.128,0.224,1.33333,0.104,0.176,1.44444,0.088,0.136,1.83333
137.0077,56.31725,0.824,0.176,0.552,0.392,0.52,3.0625,0.24,0.352,2.142857,0.2,0.304,1.923077,0.16,0.256,1.666667,0.128,0.2,1.777778,0.112,0.176,1.75
77.8087,77.3202,0.576,0.272,0.408,0.32,0.464,2.22222,0.184,0.312,1.4375,0.16,0.28,1.33333,0.128,0.232,1.23077,0.112,0.2,1.27273,0.096,0.176,1.2
139.0103,62.86236,0.528,0.168,0.408,0.312,0.44,2.4375,0.192,0.304,1.714286,0.176,0.28,1.692308,0.152,0.24,1.727273,0.128,0.2,1.777778,0.104,0.168,1.625
78.7855,78.2483,1.064,0.12,0.696,0.656,0.744,7.45455,0.624,0.696,8.66667,0.608,0.672,9.5,0.128,0.184,2.28571,0.088,0.136,1.83333,0.064,0.104,1.6
134.3213,55.09615,0.776,0.216,0.544,0.4,0.568,2.380952,0.272,0.424,1.789474,0.208,0.352,1.444444,0.136,0.264,1.0625,0.104,0.216,0.9285714,0.088,0.192,0.8461538
74.5361,74.1942,0.808,0.232,0.64,0.416,0.536,3.46667,0.176,0.28,1.69231,0.16,0.256,1.66667,0.136,0.224,1.54545,0.112,0.184,1.55556,0.096,0.16,1.5
127.9227,54.11927,0.8,0.168,0.64,0.392,0.512,3.266667,0.248,0.352,2.384615,0.208,0.312,2,0.168,0.256,1.909091,0.136,0.208,1.888889,0.12,0.184,1.875
74.0965,73.2173,0.816,0.16,0.592,0.408,0.528,3.4,0.216,0.32,2.07692,0.192,0.288,2,0.16,0.24,2,0.128,0.2,1.77778,0.112,0.176,1.75
134.9074,56.07303,0.8,0.224,0.64,0.408,0.528,3.4,0.256,0.36,2.461538,0.2,0.296,2.083333,0.152,0.232,1.9,0.128,0.2,1.777778,0.104,0.168,1.625
76.2945,75.9037,0.808,0.16,0.64,0.424,0.536,3.78571,0.232,0.328,2.41667,0.208,0.296,2.36364,0.176,0.256,2.2,0.152,0.216,2.375,0.136,0.192,2.42857
133.8817,55.9265,0.824,0.168,0.584,0.424,0.536,3.785714,0.256,0.352,2.666667,0.208,0.296,2.363636,0.176,0.248,2.444444,0.144,0.2,2.571429,0.128,0.176,2.666667
74.878,74.1942,0.816,0.24,0.656,0.48,0.592,4.28571,0.184,0.28,1.91667,0.168,0.256,1.90909,0.144,0.216,2,0.12,0.184,1.875,0.104,0.16,1.85714
146.9719,60.56669,0.52,0.36,0.392,0.32,0.44,2.666667,0.216,0.32,2.076923,0.192,0.288,2,0.168,0.248,2.1,0.144,0.216,2,0.136,0.2,2.125
83.8165,82.8396,0.808,0.128,0.44,0.344,0.44,3.58333,0.168,0.248,2.1,0.152,0.224,2.11111,0.128,0.184,2.28571,0.104,0.152,2.16667,0.088,0.128,2.2
140.4268,74.24304,0.896,0.368,0.584,0.416,0.504,4.727273,0.216,0.288,3,0.192,0.256,3,0.16,0.216,2.857143,0.136,0.184,2.833333,0.12,0.16,3
81.6673,78.2483,0.84,0.312,0.688,0.392,0.504,3.5,0.208,0.296,2.36364,0.184,0.264,2.3,0.152,0.224,2.11111,0.128,0.184,2.28571,0.104,0.152,2.16667
150.2933,58.0268,0.84,0.152,0.52,0.376,0.48,3.615385,0.224,0.32,2.333333,0.2,0.288,2.272727,0.168,0.24,2.333333,0.136,0.2,2.125,0.12,0.176,2.142857
83.1327,82.0581,0.84,0.32,0.576,0.376,0.48,3.61538,0.24,0.336,2.5,0.2,0.288,2.27273,0.168,0.24,2.33333,0.136,0.192,2.42857,0.12,0.168,2.5
144.0413,59.93172,0.84,0.264,0.496,0.336,0.44,3.230769,0.2,0.288,2.272727,0.176,0.256,2.2,0.152,0.224,2.111111,0.128,0.184,2.285714,0.104,0.152,2.166667
83.4746,82.0581,0.624,0.344,0.48,0.416,0.552,3.05882,0.232,0.344,2.07143,0.2,0.304,1.92308,0.168,0.256,1.90909,0.136,0.208,1.88889,0.12,0.184,1.875
81.2766,80.4951,0.904,0.176,0.576,0.48,0.6,4,0.384,0.488,3.69231,0.192,0.288,2,0.144,0.224,1.8,0.12,0.184,1.875,0.104,0.152,2.16667
135.2005,61.44588,0.808,0.328,0.448,0.344,0.488,2.388889,0.224,0.352,1.75,0.184,0.304,1.533333,0.152,0.256,1.461538,0.12,0.208,1.363636,0.104,0.184,1.3
77.7598,76.0014,0.84,0.36,0.632,0.52,0.64,4.33333,0.424,0.52,4.41667,0.328,0.416,3.72727,0.176,0.256,2.2,0.144,0.208,2.25,0.12,0.176,2.14286
143.504,57.53835,0.832,0.208,0.664,0.432,0.552,3.6,0.32,0.424,3.076923,0.2,0.296,2.083333,0.152,0.232,1.9,0.128,0.192,2,0.112,0.168,2
80.5439,79.6647,0.816,0.168,0.664,0.392,0.52,3.0625,0.248,0.36,2.21429,0.2,0.304,1.92308,0.16,0.248,1.81818,0.136,0.216,1.7,0.12,0.184,1.875
140.378,59.10137,0.832,0.152,0.68,0.44,0.552,3.928571,0.224,0.32,2.333333,0.192,0.28,2.181818,0.16,0.24,2,0.136,0.2,2.125,0.12,0.176,2.142857
79.1763,78.4925,0.824,0.152,0.664,0.432,0.552,3.6,0.304,0.408,2.92308,0.208,0.304,2.16667,0.16,0.24,2,0.136,0.208,1.88889,0.12,0.184,1.875
100.57,95.05063,0.776,0.344,0.544,0.488,0.704,2.259259,0.32,0.424,3.076923,0.192,0.288,2,0.144,0.224,1.8,0.12,0.184,1.875,0.096,0.152,1.714286
141.6967,99.88619,0.672,0.232,0.528,0.24,0.36,2,0.192,0.288,2,0.176,0.264,2,0.152,0.232,1.9,0.128,0.192,2,0.112,0.168,2
100.6677,93.09686,0.872,0.144,0.72,0.432,0.544,3.857143,0.216,0.312,2.25,0.192,0.28,2.181818,0.16,0.232,2.222222,0.136,0.192,2.428571,0.112,0.16,2.333333
152.2471,99.98388,0.512,0.152,0.4,0.312,0.424,2.785714,0.2,0.296,2.083333,0.184,0.272,2.090909,0.152,0.232,1.9,0.128,0.192,2,0.112,0.168,2
100.6189,93.87837,0.968,0.112,0.512,0.368,0.448,4.6,0.12,0.184,1.875,0.104,0.168,1.625,0.088,0.136,1.833333,0.072,0.112,1.8,0.056,0.088,1.75
145.7997,98.86047,0.704,0.456,0.56,0.408,0.52,3.642857,0.208,0.304,2.166667,0.184,0.28,1.916667,0.144,0.224,1.8,0.12,0.184,1.875,0.104,0.16,1.857143
99.5443,90.6547,0.816,0.144,0.664,0.384,0.488,3.69231,0.224,0.312,2.54545,0.2,0.288,2.27273,0.168,0.24,2.33333,0.136,0.2,2.125,0.12,0.176,2.14286
150.0979,98.12781,0.656,0.152,0.512,0.416,0.528,3.714286,0.312,0.408,3.25,0.2,0.296,2.083333,0.168,0.248,2.1,0.136,0.2,2.125,0.12,0.176,2.142857
81.5697,79.4694,0.76,0.144,0.608,0.2,0.312,1.78571,0.176,0.272,1.83333,0.16,0.248,1.81818,0.144,0.224,1.8,0.12,0.184,1.875,0.104,0.16,1.85714
79.8113,66.6234,0.816,0.152,0.568,0.344,0.456,3.07143,0.2,0.296,2.08333,0.184,0.272,2.09091,0.152,0.232,1.9,0.128,0.192,2,0.112,0.168,2
81.9116,79.909,0.76,0.248,0.608,0.216,0.448,0.931034,0.176,0.288,1.57143,0.168,0.264,1.75,0.144,0.224,1.8,0.12,0.192,1.66667,0.096,0.16,1.5
80.1043,64.1812,0.808,0.152,0.56,0.416,0.528,3.71429,0.224,0.32,2.33333,0.192,0.28,2.18182,0.16,0.24,2,0.128,0.192,2,0.112,0.168,2
81.2766,79.4205,0.76,0.248,0.6,0.416,0.536,3.46667,0.256,0.352,2.66667,0.248,0.336,2.81818,0.176,0.256,2.2,0.144,0.208,2.25,0.128,0.184,2.28571
79.7624,67.2583,0.776,0.16,0.512,0.368,0.488,3.06667,0.208,0.312,2,0.184,0.28,1.91667,0.152,0.232,1.9,0.12,0.184,1.875,0.104,0.16,1.85714
82.5954,80.5928,0.808,0.264,0.536,0.376,0.496,3.13333,0.208,0.312,2,0.184,0.28,1.91667,0.152,0.24,1.72727,0.128,0.2,1.77778,0.104,0.168,1.625
80.9347,64.6696,0.712,0.272,0.568,0.416,0.528,3.71429,0.288,0.384,3,0.208,0.304,2.16667,0.16,0.24,2,0.128,0.192,2,0.112,0.168,2
82.4488,79.3228,0.752,0.144,0.592,0.208,0.312,2,0.16,0.248,1.81818,0.144,0.232,1.63636,0.128,0.2,1.77778,0.096,0.152,1.71429,0.088,0.136,1.83333
152.7355,147.3627,0.568,0.088,0.576,0.576,0.632,10.28571,0.576,0.632,10.28571,0.384,0.44,6.857143,0.248,0.304,4.428571,0.144,0.2,2.571429,0.12,0.176,2.142857
95.6368,79.8113,0.936,0.352,0.768,0.416,0.56,2.88889,0.28,0.4,2.33333,0.2,0.312,1.78571,0.152,0.248,1.58333,0.12,0.208,1.36364,0.104,0.176,1.44444
140.9152,95.49022,0.92,0.168,0.76,0.2,0.336,1.470588,0.16,0.272,1.428571,0.152,0.264,1.357143,0.128,0.224,1.333333,0.104,0.184,1.3,0.096,0.168,1.333333
96.2229,78.7855,0.76,0.16,0.6,0.392,0.512,3.26667,0.272,0.376,2.61538,0.2,0.296,2.08333,0.16,0.24,2,0.128,0.192,2,0.104,0.16,1.85714
137.8869,94.85525,0.72,0.16,0.528,0.384,0.504,3.2,0.192,0.296,1.846154,0.168,0.264,1.75,0.136,0.216,1.7,0.112,0.184,1.555556,0.104,0.168,1.625
95.4414,79.7624,0.984,0.192,0.664,0.392,0.528,2.88235,0.272,0.392,2.26667,0.184,0.296,1.64286,0.144,0.24,1.5,0.112,0.192,1.4,0.096,0.168,1.33333
138.8638,95.29485,0.936,0.32,0.592,0.44,0.576,3.235294,0.296,0.416,2.466667,0.216,0.328,1.928571,0.152,0.248,1.583333,0.12,0.208,1.363636,0.104,0.176,1.444444
96.1252,82.0093,0.944,0.344,0.688,0.416,0.552,3.05882,0.272,0.392,2.26667,0.2,0.312,1.78571,0.152,0.248,1.58333,0.128,0.208,1.6,0.112,0.176,1.75
129.095,53.33776,1,0.376,0.632,0.432,0.584,2.842105,0.264,0.392,2.0625,0.224,0.344,1.866667,0.168,0.272,1.615385,0.136,0.224,1.545455,0.12,0.192,1.666667
76.4899,74.9757,0.992,0.368,0.816,0.56,0.712,3.68421,0.32,0.456,2.35294,0.248,0.376,1.9375,0.16,0.272,1.42857,0.128,0.224,1.33333,0.112,0.2,1.27273
128.5577,53.77736,1.024,0.176,0.672,0.344,0.464,2.866667,0.28,0.376,2.916667,0.248,0.336,2.818182,0.192,0.272,2.4,0.152,0.216,2.375,0.128,0.176,2.666667
76.2456,73.9011,1.032,0.352,0.688,0.536,0.728,2.79167,0.328,0.464,2.41176,0.28,0.4,2.33333,0.192,0.296,1.84615,0.16,0.248,1.81818,0.136,0.208,1.88889
124.3082,52.21435,1.016,0.344,0.872,0.552,0.704,3.631579,0.32,0.448,2.5,0.256,0.376,2.133333,0.168,0.264,1.75,0.136,0.216,1.7,0.12,0.192,1.666667
74.7803,72.6312,1.064,0.144,0.544,0.336,0.44,3.23077,0.272,0.36,3.09091,0.2,0.288,2.27273,0.16,0.232,2.22222,0.12,0.176,2.14286,0.104,0.152,2.16667
129.8765,53.24007,0.968,0.52,0.816,0.4,0.552,2.631579,0.296,0.424,2.3125,0.216,0.336,1.8,0.16,0.264,1.538462,0.128,0.216,1.454545,0.112,0.192,1.4
123.9175,52.1655,0.984,0.376,0.648,0.568,0.704,4.176471,0.384,0.504,3.2,0.288,0.4,2.571429,0.168,0.264,1.75,0.136,0.216,1.7,0.12,0.192,1.666667
74.0965,72.4358,0.992,0.336,0.648,0.464,0.608,3.22222,0.304,0.424,2.53333,0.216,0.328,1.92857,0.16,0.256,1.66667,0.128,0.216,1.45455,0.112,0.184,1.55556
125.0409,53.97274,1.008,0.344,0.664,0.368,0.512,2.555556,0.304,0.424,2.533333,0.232,0.344,2.071429,0.176,0.272,1.833333,0.144,0.224,1.8,0.12,0.192,1.666667
75.4641,73.9988,1.016,0.344,0.72,0.432,0.56,3.375,0.336,0.448,3,0.264,0.368,2.53846,0.168,0.256,1.90909,0.136,0.208,1.88889,0.112,0.176,1.75
126.9458,53.48429,1.04,0.296,0.672,0.392,0.536,2.722222,0.288,0.416,2.25,0.208,0.328,1.733333,0.168,0.272,1.615385,0.136,0.224,1.545455,0.112,0.192,1.4
76.6364,74.878,1.056,0.368,0.888,0.52,0.64,4.33333,0.352,0.456,3.38462,0.24,0.336,2.5,0.176,0.256,2.2,0.144,0.208,2.25,0.12,0.176,2.14286
126.7016,52.75163,1.152,0.168,0.608,0.344,0.472,2.6875,0.232,0.336,2.230769,0.208,0.304,2.166667,0.168,0.256,1.909091,0.136,0.208,1.888889,0.112,0.176,1.75
75.6107,75.1222,1.136,0.544,0.6,0.384,0.528,2.66667,0.248,0.376,1.9375,0.208,0.328,1.73333,0.176,0.28,1.69231,0.144,0.224,1.8,0.128,0.2,1.77778
127.9227,50.79787,1.136,0.536,0.632,0.376,0.528,2.473684,0.272,0.392,2.266667,0.232,0.344,2.071429,0.184,0.28,1.916667,0.152,0.232,1.9,0.128,0.2,1.777778
75.0734,74.6338,1.112,0.504,0.616,0.392,0.568,2.22727,0.232,0.376,1.61111,0.192,0.328,1.41176,0.16,0.28,1.33333,0.128,0.232,1.23077,0.112,0.2,1.27273
125.5782,50.74902,0.936,0.496,0.528,0.416,0.568,2.736842,0.304,0.424,2.533333,0.248,0.36,2.214286,0.184,0.28,1.916667,0.144,0.224,1.8,0.128,0.192,2
75.0734,74.2919,1.104,0.408,0.632,0.408,0.576,2.42857,0.264,0.408,1.83333,0.208,0.344,1.52941,0.16,0.28,1.33333,0.136,0.24,1.30769,0.112,0.2,1.27273
71.117,54.0704,0.864,0.2,0.688,0.44,0.584,3.05556,0.312,0.432,2.6,0.248,0.36,2.21429,0.152,0.248,1.58333,0.12,0.208,1.36364,0.104,0.176,1.44444
121.4753,70.09129,0.856,0.176,0.552,0.496,0.632,3.647059,0.36,0.48,3,0.296,0.408,2.642857,0.168,0.264,1.75,0.136,0.216,1.7,0.112,0.184,1.555556
71.4101,53.4843,0.848,0.304,0.576,0.488,0.608,4.06667,0.376,0.48,3.61538,0.288,0.384,3,0.152,0.232,1.9,0.12,0.192,1.66667,0.104,0.168,1.625
124.3571,69.94476,0.88,0.272,0.56,0.416,0.544,3.25,0.288,0.4,2.571429,0.216,0.312,2.25,0.16,0.24,2,0.136,0.2,2.125,0.12,0.176,2.142857
71.5078,53.7774,0.872,0.32,0.696,0.416,0.552,3.05882,0.288,0.4,2.57143,0.224,0.336,2,0.168,0.264,1.75,0.136,0.216,1.7,0.12,0.192,1.66667
120.0588,69.11441,0.832,0.176,0.672,0.432,0.568,3.176471,0.28,0.4,2.333333,0.192,0.304,1.714286,0.144,0.24,1.5,0.12,0.2,1.5,0.104,0.176,1.444444
81.2277,80.8858,0.784,0.192,0.6,0.4,0.528,3.125,0.256,0.368,2.28571,0.192,0.296,1.84615,0.152,0.24,1.72727,0.12,0.192,1.66667,0.104,0.168,1.625
139.7918,54.99846,0.872,0.184,0.592,0.384,0.512,3,0.256,0.368,2.285714,0.192,0.296,1.846154,0.152,0.248,1.583333,0.12,0.2,1.5,0.104,0.176,1.444444
78.2483,76.9295,0.64,0.28,0.48,0.416,0.544,3.25,0.296,0.408,2.64286,0.232,0.336,2.23077,0.176,0.264,2,0.128,0.208,1.6,0.112,0.176,1.75
140.8664,57.68489,0.904,0.16,0.64,0.424,0.544,3.533333,0.232,0.336,2.230769,0.192,0.288,2,0.16,0.24,2,0.128,0.192,2,0.112,0.168,2
77.8575,77.1248,0.896,0.264,0.656,0.392,0.512,3.26667,0.264,0.368,2.53846,0.208,0.304,2.16667,0.168,0.248,2.1,0.136,0.2,2.125,0.12,0.176,2.14286
141.941,54.75424,0.728,0.24,0.56,0.376,0.512,2.764706,0.248,0.368,2.066667,0.192,0.304,1.714286,0.152,0.248,1.583333,0.128,0.208,1.6,0.112,0.184,1.555556
78.2971,77.6133,0.728,0.168,0.544,0.376,0.504,2.9375,0.232,0.336,2.23077,0.192,0.288,2,0.152,0.24,1.72727,0.12,0.192,1.66667,0.104,0.168,1.625
135.6401,62.47161,0.872,0.152,0.56,0.368,0.488,3.066667,0.216,0.32,2.076923,0.184,0.28,1.916667,0.152,0.232,1.9,0.12,0.184,1.875,0.104,0.16,1.857143
74.4873,73.5104,0.816,0.312,0.656,0.376,0.512,2.76471,0.216,0.328,1.92857,0.192,0.304,1.71429,0.152,0.248,1.58333,0.12,0.2,1.5,0.104,0.176,1.44444
142.2829,53.09354,0.68,0.16,0.512,0.352,0.472,2.933333,0.24,0.344,2.307692,0.2,0.296,2.083333,0.16,0.24,2,0.128,0.192,2,0.112,0.168,2
75.8549,75.4153,0.952,0.168,0.616,0.368,0.496,2.875,0.224,0.336,2,0.184,0.288,1.76923,0.152,0.248,1.58333,0.12,0.2,1.5,0.104,0.176,1.44444
136.91,56.46378,0.752,0.336,0.576,0.392,0.52,3.0625,0.24,0.352,2.142857,0.2,0.304,1.923077,0.16,0.248,1.818182,0.136,0.208,1.888889,0.112,0.176,1.75
76.2456,75.9037,0.608,0.176,0.456,0.344,0.472,2.6875,0.216,0.32,2.07692,0.184,0.28,1.91667,0.144,0.232,1.63636,0.112,0.184,1.55556,0.096,0.16,1.5
139.2545,59.6875,0.872,0.152,0.48,0.312,0.424,2.785714,0.192,0.288,2,0.168,0.256,1.909091,0.144,0.224,1.8,0.12,0.184,1.875,0.104,0.16,1.857143
77.2225,76.5387,0.8,0.392,0.624,0.376,0.504,2.9375,0.256,0.368,2.28571,0.208,0.312,2,0.16,0.256,1.66667,0.128,0.208,1.6,0.112,0.184,1.55556
144.432,53.0447,0.904,0.176,0.568,0.36,0.488,2.8125,0.216,0.328,1.928571,0.184,0.288,1.769231,0.144,0.232,1.636364,0.12,0.192,1.666667,0.104,0.168,1.625
117.0305,54.51002,0.832,0.176,0.528,0.344,0.48,2.529412,0.216,0.336,1.8,0.176,0.288,1.571429,0.144,0.24,1.5,0.12,0.2,1.5,0.104,0.168,1.625
77.9063,76.9295,0.912,0.304,0.616,0.392,0.52,3.0625,0.272,0.376,2.61538,0.2,0.296,2.08333,0.152,0.24,1.72727,0.12,0.192,1.66667,0.104,0.168,1.625
135.8843,56.41494,0.88,0.296,0.712,0.4,0.544,2.777778,0.264,0.384,2.2,0.192,0.304,1.714286,0.144,0.248,1.384615,0.12,0.208,1.363636,0.104,0.184,1.3
78.0529,77.2225,0.84,0.168,0.608,0.36,0.488,2.8125,0.232,0.336,2.23077,0.192,0.288,2,0.152,0.24,1.72727,0.128,0.2,1.77778,0.112,0.176,1.75
138.7661,53.92389,0.6,0.232,0.448,0.336,0.472,2.470588,0.216,0.336,1.8,0.184,0.296,1.642857,0.152,0.248,1.583333,0.12,0.2,1.5,0.104,0.176,1.444444
78.4436,78.004,0.792,0.152,0.616,0.384,0.504,3.2,0.2,0.304,1.92308,0.168,0.264,1.75,0.136,0.216,1.7,0.112,0.176,1.75,0.096,0.152,1.71429
135.347,54.75424,0.864,0.176,0.584,0.392,0.52,3.0625,0.248,0.352,2.384615,0.184,0.288,1.769231,0.144,0.232,1.636364,0.112,0.184,1.555556,0.096,0.16,1.5
126.1643,51.92128,0.856,0.296,0.56,0.384,0.504,3.2,0.256,0.36,2.461538,0.192,0.288,2,0.152,0.232,1.9,0.12,0.184,1.875,0.104,0.16,1.857143
73.3638,72.1916,0.744,0.296,0.528,0.384,0.504,3.2,0.224,0.328,2.15385,0.176,0.272,1.83333,0.136,0.216,1.7,0.112,0.184,1.55556,0.096,0.152,1.71429
120.4496,52.36088,0.656,0.216,0.496,0.376,0.488,3.357143,0.208,0.304,2.166667,0.168,0.256,1.909091,0.136,0.208,1.888889,0.104,0.16,1.857143,0.088,0.136,1.833333
72.9242,70.3844,0.88,0.16,0.536,0.384,0.504,3.2,0.216,0.312,2.25,0.176,0.272,1.83333,0.136,0.216,1.7,0.104,0.168,1.625,0.088,0.144,1.57143
120.2542,56.75685,0.84,0.344,0.536,0.36,0.48,3,0.208,0.312,2,0.176,0.272,1.833333,0.144,0.224,1.8,0.12,0.184,1.875,0.104,0.16,1.857143
72.4847,70.189,0.616,0.304,0.464,0.36,0.488,2.8125,0.216,0.32,2.07692,0.176,0.272,1.83333,0.136,0.224,1.54545,0.104,0.176,1.44444,0.088,0.144,1.57143
124.1617,57.97795,0.688,0.152,0.496,0.368,0.48,3.285714,0.192,0.288,2,0.16,0.248,1.818182,0.128,0.2,1.777778,0.104,0.16,1.857143,0.088,0.136,1.833333
